8.386	1	1
10.687	1	1
14.239	1	1
15.989	1	1
17.873	1	1
21.342	1	1
23.126	1	1
24.843	1	1
26.694	1	1
28.411	1	1
31.862	1	1
33.596	1	1
35.38	1	1
37.214	1	1
39.015	1	1
40.849	1	1
44.351	1	1
46.085	1	1
49.686	1	1
53.437	1	1
55.405	1	1
57.522	1	1
61.007	1	1
62.791	1	1
65.225	1	1
67.926	1	1
69.894	1	1
71.611	1	1
75.229	1	1
77.664	1	1
79.414	1	1
83.049	1	1
84.8	1	1
86.95	1	1
88.668	1	1
90.418	1	1
92.136	1	1
94.153	1	1
96.237	1	1
98.155	1	1
100.106	1	1
102.373	1	1
104.607	1	1
106.491	1	1
110.343	1	1
112.127	1	1
114.928	1	1
116.862	1	1
119.03	1	1
120.747	1	1
122.548	1	1
124.348	1	1
128.45	1	1
130.417	1	1
133.285	1	1
135.119	1	1
137.103	1	1
139.104	1	1
141.805	1	1
143.706	1	1
145.44	1	1
149.058	1	1
154.493	1	1
156.478	1	1
158.578	1	1
160.329	1	1
162.23	1	1
163.964	1	1
167.649	1	1
169.566	1	1
171.75	1	1
175.735	1	1
177.452	1	1
179.52	1	1
183.455	1	1
185.606	1	1
187.456	1	1
190.174	1	1
191.925	1	1
194.592	1	1
198.21	1	1
200.061	1	1
201.795	1	1
203.846	1	1
208.498	1	1
210.582	1	1
212.449	1	1
218.118	1	1
220.469	1	1
222.237	1	1
225.971	1	1
227.872	1	1
231.507	1	1
235.508	1	1
237.359	1	1
239.21	1	1
242.995	1	1
245.012	1	1
248.88	1	1
250.648	1	1
252.632	1	1
254.366	1	1
256.2	1	1
258.084	1	1
260.085	1	1
263.703	1	1
265.42	1	1
267.187	1	1
268.988	1	1
271.589	1	1
275.174	1	1
276.891	1	1
280.543	1	1
282.293	1	1
284.728	1	1
286.445	1	1
288.212	1	1
290.33	1	1
292.064	1	1
293.814	1	1
295.865	1	1
298.266	1	1
300.1	1	1
302.234	1	1
304.152	1	1
306.203	1	1
308.103	1	1
311.955	1	1
314.272	1	1
318.191	1	1
320.075	1	1
322.009	1	1
324.026	1	1
325.794	1	1
327.578	1	1
329.595	1	1
331.529	1	1
335.447	1	1
337.548	1	1
339.316	1	1
341.05	1	1
343.017	1	1
344.834	1	1
346.785	1	1
348.603	1	1
352.171	1	1
