

Emo_Nback_RecMem_20160815,YALE,HBZ05H20,3.000,04-Feb-2016,0.417,0.083,0.333,-0.375,0.583,0.917,1.173,0.333,0.000,0.333,-0.500,0.667,1.000,2.132,0.667,0.500,0.167,0.100,0.333,0.500,0.431,0.917,0.083,0.833,-0.000,0.083,0.917,2.766,0.500,0.333,0.500,1.000,0.333,0.333,0.833,0.833,0.667,0.167,0.300,0.333,0.333,0.300,0.857,0.400,0.556,0.833,1.000,0.900,0.889,0.667,0.556,0.667, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,L7G860LK,3.000,11-Jan-2016,0.667,0.000,0.667,-0.500,0.333,1.000,2.993,0.333,0.000,0.333,-0.500,0.667,1.000,2.132,0.333,0.167,0.167,-0.300,0.667,0.833,0.537,0.583,0.000,0.583,-0.500,0.417,1.000,2.773,0.667,0.500,0.333,0.500,0.667,0.167,0.333,0.667,0.667,0.667,0.700,0.333,0.333,0.200,0.429,0.200,0.333,0.833,0.333,0.500,0.667,0.556,0.222,0.444, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,LK2RXTA3,2.000,08-Feb-2016,0.250,0.000,0.250,-0.500,0.750,1.000,1.888,0.333,0.000,0.333,-0.500,0.667,1.000,2.132,0.167,0.083,0.083,-0.409,0.833,0.917,0.416,0.667,0.000,0.667,-0.500,0.333,1.000,2.993,0.167,0.667,0.333,0.667,0.333,0.000,0.000,0.667,0.333,0.167,0.200,0.167,0.500,0.300,0.333,0.000,0.000,0.667,0.667,0.600,0.750,0.125,0.375,0.375, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,M6LR22KX,4.000,11-Dec-2016,0.583,0.417,0.167,0.000,0.417,0.583,0.421,0.333,0.500,-0.167,-0.071,0.667,0.500,-0.431,0.667,0.500,0.167,0.100,0.333,0.500,0.431,0.750,0.500,0.250,0.167,0.250,0.500,0.674,0.667,0.500,0.500,0.667,0.500,0.167,0.833,0.833,0.333,0.833,0.600,0.333,0.333,0.200,0.500,0.833,0.800,0.833,0.667,0.778,0.500,0.500,0.500,0.750, NaN, NaN,

Emo_Nback_RecMem_20160815,YALE,N5HX249Z,1.000,05-Feb-2016,0.917,0.333,0.583,0.300,0.083,0.667,1.814,0.667,0.167,0.500,-0.167,0.333,0.833,1.398,0.917,0.417,0.500,0.333,0.083,0.583,1.593,0.333,0.083,0.250,-0.389,0.667,0.917,0.952,1.000,0.500,0.833,0.500,0.833,0.833,1.000,0.167,0.833,1.000,0.900,0.833,0.500,0.600,1.000,0.833,0.900,0.500,0.167,0.200,1.000,0.875,0.375,0.750, NaN, NaN,

Emo_Nback_RecMem_CDbox_20160815,YALE,RFJLGX8M,3.000,18-Dec-2016,0.750,0.250,0.500,0.000,0.250,0.750,1.349,0.833,0.250,0.583,0.100,0.167,0.750,1.642,0.583,0.167,0.417,-0.214,0.417,0.833,1.178,0.417,0.000,0.417,-0.500,0.583,1.000,2.352,0.667,0.667,0.500,0.500,0.833,1.000,0.667,0.333,1.000,0.500,0.700,1.000,0.667,0.800,0.714,0.400,0.556,0.667,0.167,0.300,0.889,0.667,0.111,0.778, NaN, NaN,

