ExperimentName,Site,NDARGUID,Version,Overall_RT,Overall_ACC,HappyBlocks_RT,HappyBlocks_ACC,FearBlocks_RT,FearBlocks_ACC,NeutBlocks_RT,NeutBlocks_ACC,PlaceBlocks_RT,PlaceBlocks_ACC,Overall0back_RT,Overall0back_ACC,Happy0back_RT,Happy0back_ACC,Fear0back_RT,Fear0back_ACC,Neut0back_RT,Neut0back_ACC,Place0back_RT,Place0back_ACC,Overall2back_RT,Overall2back_ACC,Happy2back_RT,Happy2back_ACC,Fear2back_RT,Fear2back_ACC,Neut2back_RT,Neut2back_ACC,Place2back_RT,Place2back_ACC,run1Overall_RT,run1Overall_ACC,run1HappyBlocks_RT,run1HappyBlocks_ACC,run1FearBlocks_RT,run1FearBlocks_ACC,run1NeutBlocks_RT,run1NeutBlocks_ACC,run1PlaceBlocks_RT,run1PlaceBlocks_ACC,run1Happy0back_RT,run1Happy0back_ACC,run1Fear0back_RT,run1Fear0back_ACC,run1Neut0back_RT,run1Neut0back_ACC,run1Place0back_RT,run1Place0back_ACC,run1Happy2back_RT,run1Happy2back_ACC,run1Fear2back_RT,run1Fear2back_ACC,run1Neut2back_RT,run1Neut2back_ACC,run1Place2back_RT,run1Place2back_ACC,run2Overall_RT,run2Overall_ACC,run2HappyBlocks_RT,run2HappyBlocks_ACC,run2FearBlocks_RT,run2FearBlocks_ACC,run2NeutBlocks_RT,run2NeutBlocks_ACC,run2PlaceBlocks_RT,run2PlaceBlocks_ACC,run2Happy0back_RT,run2Happy0back_ACC,run2Fear0back_RT,run2Fear0back_ACC,run2Neut0back_RT,run2Neut0back_ACC,run2Place0back_RT,run2Place0back_ACC,run2Happy2back_RT,run2Happy2back_ACC,run2Fear2back_RT,run2Fear2back_ACC,run2Neut2back_RT,run2Neut2back_ACC,run2Place2back_RT,run2Place2back_ACC,Nonlure_ACC,Lure_ACC,Target_ACC,HappyTargetHR,HappyLureFA,HappyNonlureFA,FearTargetHR,FearLureFA,FearNonlureFA,NeutTargetHR,NeutLureFA,NeutNonlureFA,PlaceTargetHR,PlaceLureFA,PlaceNonlureFA
Emo_Nback_GE_20160913,UMICH,H93DJ60C,1,973.197,0.825,943.867,0.75,1060.727,0.825,936.108,0.925,953.312,0.8,906.69,0.887,887.125,0.8,1078.167,0.9,856.7,1,802.353,0.85,1050.607,0.762,1008.714,0.7,1039.8,0.75,1029.529,0.85,1124.4,0.75,980.735,0.85,972.333,0.75,1066.75,0.8,968.263,0.95,924.444,0.9,903,0.8,1145.556,0.9,913.6,1,745.9,1,1051.571,0.7,965.429,0.7,1029,0.9,1147.625,0.8,965.188,0.8,915.4,0.75,1055.059,0.85,902.167,0.9,990.429,0.7,871.25,0.8,1010.778,0.9,799.8,1,883,0.7,965.857,0.7,1104.875,0.8,1030.125,0.8,1097.857,0.7,0.978,0.562,0.75,0.625,0.5,0.909,0.875,0.5,0.955,1,0.8,0.955,0.5,0.8,0.909
Emo_Nback_GE_20160913,UMICH,LKWJTNDZ,4,1290.905,0.725,1228.906,0.8,1287.893,0.7,1276.16,0.625,1369.516,0.775,1218.825,0.787,1212.842,0.95,1185.214,0.7,1191.929,0.7,1278.875,0.8,1376.585,0.662,1252.385,0.65,1390.571,0.7,1383.364,0.55,1466.2,0.75,1296.836,0.762,1183.556,0.9,1247.438,0.8,1298.333,0.6,1484.267,0.75,1133.3,1,1188.889,0.9,1202.714,0.7,1366.143,0.7,1246.375,0.8,1322.714,0.7,1432.2,0.5,1587.625,0.8,1284.327,0.688,1287.214,0.7,1341.833,0.6,1255.692,0.65,1261.938,0.8,1301.222,0.9,1178.6,0.5,1181.143,0.7,1211,0.9,1262,0.5,1458.429,0.7,1342.667,0.6,1327.429,0.7,0.804,0.531,0.594,0.75,0.7,0.864,0.625,0.3,0.909,0.375,0.5,0.773,0.625,0.4,1
Emo_Nback_GE_20160913,UMICH,NTBJKLYB,4,934.612,0.919,875.975,1,915.895,0.95,885.316,0.95,1093.645,0.775,903.868,0.85,887.15,1,832.278,0.9,914.944,0.9,1022.5,0.6,961.076,0.988,864.8,1,991.15,1,858.65,1,1138.579,0.95,1004.579,0.95,985.7,1,914,1,950.4,1,1209.125,0.8,1001.9,1,826.2,1,1075.7,1,1163,0.7,969.5,1,1001.8,1,825.1,1,1245,0.9,859.718,0.887,766.25,1,918,0.9,813,0.9,970.467,0.75,772.4,1,839.875,0.8,714,0.8,825.8,0.5,760.1,1,980.5,1,892.2,1,1042.8,1,0.913,0.906,0.812,1,1,1,1,0.9,0.955,0.75,1,1,0.5,0.8,0.864
Emo_Nback_GE_20160913,UMICH,PZ879XG6,2,1081.098,0.831,1039.3,0.75,1046.029,0.875,1055,0.95,1196.867,0.75,979.629,0.775,870.6,0.5,931.579,0.95,928.158,0.95,1192.571,0.7,1169.704,0.887,1123.65,1,1181.938,0.8,1181.842,0.95,1200.625,0.8,1113.082,0.762,1115.1,0.5,1077.111,0.9,1083.263,0.95,1198.357,0.7, NaN,0,945.5,1,962.3,1,1287.375,0.8,1115.1,1,1241.625,0.8,1217.667,0.9,1079.667,0.6,1054,0.9,1001.4,1,1013.118,0.85,1026.737,0.95,1195.562,0.8,870.6,1,916.111,0.9,890.222,0.9,1066.167,0.6,1132.2,1,1122.25,0.8,1149.6,1,1273.2,1,0.957,0.812,0.688,0.75,0.7,0.773,0.625,0.9,0.955,1,0.9,0.955,0.375,0.8,0.864
Emo_Nback_GE_20160913,UMICH,WRETMHUC,4,1063.23,0.463,1084.941,0.425,1079.412,0.425,913.737,0.475,1167.81,0.525,1111.824,0.425,1399.333,0.3,1149.125,0.4,814.778,0.45,1170.909,0.55,1021.925,0.5,913.455,0.55,1017.444,0.45,1002.8,0.5,1164.4,0.5,1169.256,0.487,1272.909,0.55,1192.2,0.25,1021.182,0.55,1200.417,0.6,1554.5,0.4,1258.667,0.3,960.75,0.4,1246.429,0.7,1112,0.7,1092.5,0.2,1055.714,0.7,1136,0.5,945.086,0.438,740.333,0.3,1032.417,0.6,766,0.4,1124.333,0.45,1089,0.2,1083.4,0.5,698,0.5,1038.75,0.4,566,0.4,996,0.7,879.333,0.3,1192.8,0.5,0.522,0.469,0.5,0.25,0.4,0.5,0.5,0.4,0.409,0.625,0.3,0.5,0.625,0.3,0.591
Emo_Nback_GE_20160913,UMICH,YDFH103B,3,1133.723,0.588,1074.316,0.475,1104.619,0.525,1060.773,0.55,1238.25,0.8,1163.696,0.575,1462.143,0.35,1095.692,0.65,1069.222,0.45,1142.824,0.85,1105,0.6,848.083,0.6,1119.125,0.4,1054.923,0.65,1346.4,0.75,1073.893,0.7,1225.818,0.55,1036.812,0.8,1027.909,0.55,1042.111,0.9,1443,0.4,916.778,0.9,1036.4,0.5,1027.1,1,1101.714,0.7,1191.143,0.7,1020.833,0.6,1060.875,0.8,1221.895,0.475,866,0.4,1321.6,0.25,1093.636,0.55,1490.429,0.7,1487.667,0.3,1498.25,0.4,1110.25,0.4,1308.143,0.7,493,0.5,615,0.1,1084.143,0.7,1672.714,0.7,0.696,0.438,0.406,0.25,0.1,0.727,0.375,0.4,0.636,0.375,0.3,0.727,0.625,0.8,0.864
Emo_Nback_GE_20160829,UMICH,ZEB043HN,2,1118.609,0.688,1160.815,0.675,1134.906,0.8,997.037,0.675,1186.167,0.6,1067.328,0.762,1130.615,0.65,1074.4,1,887.706,0.85,1257.273,0.55,1182.449,0.613,1188.857,0.7,1235.75,0.6,1182.9,0.5,1126,0.65,1164.714,0.7,1140.308,0.65,1155.412,0.85,1173.077,0.65,1192.923,0.65,1055.429,0.7,1215.9,1,1005.286,0.7,1293.2,0.5,1239.333,0.6,1069,0.7,1368.833,0.6,1130.25,0.8,1070.796,0.675,1179.857,0.7,1111.667,0.75,833.571,0.7,1178.182,0.55,1218.333,0.6,932.9,1,805.4,1,1227.333,0.6,1151,0.8,1469.2,0.5,904,0.4,1119.2,0.5,0.522,0.688,0.781,0.625,0.6,0.727,0.875,0.7,0.818,1,0.8,0.5,0.625,0.5,0.636
Emo_Nback_20160913,UMN,CKDV7GC3,4,1156.194,0.806,1188.143,0.7,1196.909,0.825,1067.167,0.9,1186.406,0.8,1010.164,0.838,1087.562,0.8,1052.684,0.95,883.294,0.85,1017.533,0.75,1314,0.775,1322.25,0.6,1392.643,0.7,1231.684,0.95,1335.412,0.85,1187.846,0.812,1379.643,0.7,1150.25,0.8,995.842,0.95,1285.625,0.8,1366.571,0.7,1026.6,1,810.2,1,1031.625,0.8,1392.714,0.7,1356.333,0.6,1202.111,0.9,1539.625,0.8,1124.047,0.8,996.643,0.7,1240.824,0.85,1146.882,0.85,1087.188,0.8,870.556,0.9,1081.667,0.9,987.714,0.7,1001.429,0.7,1223.6,0.5,1419.875,0.8,1258.3,1,1153.889,0.9,0.978,0.844,0.594,0.625,0.5,0.818,0.625,0.9,0.864,0.75,0.8,1,0.375,0.7,1
Emo_Nback_20160913,UMN,TWCPE3NA,1,1212.8,0.438,1184.75,0.3,1077.1,0.5,1200.3,0.5,1396.167,0.45,1192.054,0.463,1052.167,0.3,1082,0.6,1280.778,0.45,1328.2,0.5,1236.061,0.412,1317.333,0.3,1069.75,0.4,1134.455,0.55,1481.125,0.4,1204.037,0.675,1111,0.5,1079.071,0.7,1224.188,0.8,1372.429,0.7,1052.167,0.6,1134.714,0.7,1326.143,0.7,1309.571,0.7,1199.25,0.4,1023.429,0.7,1144.889,0.9,1435.286,0.7,1242.375,0.2,1553.5,0.1,1072.5,0.3,1104.75,0.2,1479.25,0.2, NaN,0,1008.2,0.5,1122,0.2,1371.667,0.3,1553.5,0.2,1394,0.1,1087.5,0.2,1802,0.1,0.587,0.375,0.469,0.25,0.2,0.364,0.5,0.2,0.636,0.625,0.4,0.5,0.5,0.5,0.409
Emo_Nback_20160913,UTAH,0KPZW3NB,3,905.685,0.894,852.703,0.925,835.286,0.875,842.114,0.875,1090.389,0.9,772.086,0.875,748.105,0.95,719,0.8,748.562,0.8,860.579,0.95,1033.795,0.912,963.111,0.9,933.211,0.95,920.895,0.95,1347.235,0.85,1003.634,0.887,930.3,1,960.188,0.8,890,0.85,1231.056,0.9,737,1,845.833,0.6,749,0.8,918.9,1,1123.6,1,1028.8,1,1015.333,0.9,1621.25,0.8,809.097,0.9,761.412,0.85,730.105,0.95,796.889,0.9,949.722,0.9,760.444,0.9,642.9,1,748.125,0.8,795.778,0.9,762.5,0.8,827,0.9,835.9,1,1103.667,0.9,0.891,0.906,0.781,0.875,1,0.909,0.625,0.8,1,0.75,0.8,0.955,0.875,1,0.864
Emo_Nback_20160913,UTAH,1535421B,2,1079.016,0.8,989.914,0.875,1139.361,0.9,989.943,0.875,1263.727,0.55,961.455,0.825,843.778,0.9,994.579,0.95,950.6,1,1151,0.45,1204.161,0.775,1144.647,0.85,1301.176,0.85,1042.4,0.75,1341.769,0.65,1144.397,0.725,1022,0.9,1311.167,0.9,972.933,0.75,1397.714,0.35,875.778,0.9,1123.556,0.9,891.6,1,1180,0.2,1168.222,0.9,1498.778,0.9,1135.6,0.5,1484.8,0.5,1024.843,0.875,955.941,0.85,967.556,0.9,1002.7,1,1201.2,0.75,811.778,0.9,878.5,1,1009.6,1,1142.714,0.7,1118.125,0.8,1078.875,0.8,995.8,1,1252.375,0.8,0.87,0.875,0.719,0.625,0.9,0.955,0.75,1,0.909,0.875,0.8,0.909,0.625,0.4,0.591
Emo_Nback_20160913,UTAH,21YVF1WJ,2,1005.229,0.738,1025.633,0.75,919.621,0.725,1031.828,0.725,1041.867,0.75,966.774,0.775,980.286,0.7,908.235,0.85,1001.857,0.7,985.294,0.85,1047.804,0.7,1065.312,0.8,935.75,0.6,1059.8,0.75,1115.846,0.65,987.386,0.713,955.067,0.75,851.4,0.75,1080.154,0.65,1081.571,0.7,756.429,0.7,835.125,0.8,1052.429,0.7,1076.286,0.7,1128.875,0.8,870,0.7,1112.5,0.6,1086.857,0.7,1021.902,0.762,1096.2,0.75,992.714,0.7,992.562,0.8,1007.125,0.8,1204.143,0.7,973.222,0.9,951.286,0.7,921.6,1,1001.75,0.8,1027.8,0.5,1024.667,0.9,1149.667,0.6,0.935,0.688,0.594,0.5,0.9,0.773,0.5,0.4,0.955,0.625,0.4,0.909,0.75,0.5,0.864
Emo_Nback_20160913,UTAH,4ET3VY02,3,804.434,0.894,796.556,0.9,802.939,0.825,816,0.975,801.057,0.875,665.253,0.938,621.1,1,689,0.8,663.842,0.95,691.75,1,957.941,0.85,1015.875,0.8,910.176,0.85,960.55,1,946.8,0.75,894.833,0.9,803.389,0.9,907.588,0.85,957.053,0.95,908.556,0.9,631.8,1,801.429,0.7,749.778,0.9,758.9,1,1017.875,0.8,981.9,1,1143.6,1,1095.625,0.8,712.761,0.887,789.722,0.9,691.75,0.8,682,1,687.235,0.85,610.4,1,601.556,0.9,586.5,1,624.6,1,1013.875,0.8,807.714,0.7,777.5,1,776.714,0.7,0.935,0.906,0.781,0.75,0.9,0.955,0.625,0.7,0.955,1,0.9,1,0.75,0.9,0.909
Emo_Nback_20160913,UTAH,52XG9LJ3,3,912.764,0.794,897.6,0.875,876,0.775,857.176,0.85,1044.63,0.675,808.121,0.825,770.211,0.95,816.8,0.75,739.941,0.85,924.733,0.75,1025.984,0.762,1048.875,0.8,931.5,0.8,974.412,0.85,1194.5,0.6,940.883,0.75,893.778,0.9,932.6,0.75,784.25,0.8,1257.091,0.55,690.1,1,795.667,0.6,698.714,0.7,1078.833,0.6,1148.375,0.8,1023.889,0.9,850.778,0.9,1471,0.5,887.582,0.838,901.647,0.85,822.938,0.8,922,0.9,898.562,0.8,859.222,0.9,830.889,0.9,768.8,1,822,0.9,949.375,0.8,812.714,0.7,1113.5,0.8,997,0.7,0.935,0.75,0.438,0.625,0.9,0.955,0.5,0.6,0.955,0.5,0.9,0.955,0.125,0.8,0.818
Emo_Nback_20160913,UTAH,7E8WJTYE,2,1009.885,0.925,1037.395,0.95,965.649,0.925,971.447,0.95,1068.514,0.875,846.273,0.963,876.7,1,714.421,0.95,791.9,1,1012.056,0.9,1187.324,0.887,1215.944,0.9,1230.833,0.9,1170.944,0.9,1128.294,0.85,1035.627,0.938,1027.316,0.95,1040.158,0.95,994.2,1,1088.588,0.85,853.6,1,744.8,1,754.8,1,1145.75,0.8,1220.333,0.9,1368.333,0.9,1233.6,1,1037.778,0.9,983.438,0.912,1047.474,0.95,887,0.9,946.167,0.9,1049.556,0.9,899.8,1,680.667,0.9,829,1,905.1,1,1211.556,0.9,1093.333,0.9,1092.625,0.8,1230.125,0.8,0.957,1,0.75,0.75,1,1,0.625,1,1,0.875,1,0.955,0.75,1,0.864
Emo_Nback_20160830,UTAH,7PXH7ZBR,1,978.26,0.912,984.472,0.9,959.265,0.85,964.974,0.975,1003.676,0.925,896.377,0.963,952.105,0.95,885.632,0.95,850.95,1,899.211,0.95,1069.638,0.863,1020.647,0.85,1052.533,0.75,1085,0.95,1113.944,0.9,967.903,0.9,1010.812,0.8,987.263,0.95,928.211,0.95,951.222,0.9,900.556,0.9,911.2,1,852.4,1,843.556,0.9,1152.571,0.7,1071.778,0.9,1012.444,0.9,1058.889,0.9,988.338,0.925,963.4,1,923.8,0.75,999.9,1,1053.368,0.95,998.5,1,857.222,0.9,849.5,1,949.3,1,928.3,1,1023.667,0.6,1150.3,1,1169,0.9,0.978,0.906,0.781,0.625,0.9,1,0.75,0.8,0.909,1,1,0.955,0.75,0.9,1
Emo_Nback_20160913,UTAH,7X576WFP,2,1044.109,0.575,995.885,0.65,974.045,0.55,1054.88,0.625,1177.053,0.475,998.604,0.6,985.769,0.65,946.231,0.65,1058.8,0.75,990.714,0.35,1093.75,0.55,1006,0.65,1014.222,0.45,1049,0.5,1285.75,0.6,1000.769,0.65,1003.471,0.85,851.083,0.6,1076.167,0.6,1077.636,0.55,979.2,1,826.375,0.8,1068,0.7,956.333,0.6,1038.143,0.7,900.5,0.4,1087.6,0.5,1223.2,0.5,1100.45,0.5,981.556,0.45,1121.6,0.5,1035.231,0.65,1313.75,0.4,1007.667,0.3,1138,0.5,1050.75,0.8,1197,0.1,968.5,0.6,1105.2,0.5,1010.4,0.5,1330.429,0.7,0.609,0.5,0.469,0.625,0.4,0.773,0.375,0.4,0.682,0.5,0.7,0.636,0.375,0.3,0.591
Emo_Nback_20160913,UTAH,7ZE3WGCX,1,954.693,0.856,894.611,0.9,974.375,0.8,894.235,0.85,1057.229,0.875,911.4,0.938,828.2,1,956.75,0.8,888.579,0.95,980,1,1007.065,0.775,977.625,0.8,992,0.8,901.4,0.75,1160.2,0.75,951.227,0.825,955.111,0.9,931.8,0.75,904.125,0.8,1008.588,0.85,861.4,1,892.143,0.7,893.222,0.9,862.2,1,1072.25,0.8,966.5,0.8,918.143,0.7,1217.714,0.7,957.915,0.887,834.111,0.9,1011.941,0.85,885.444,0.9,1103.167,0.9,795,1,1007,0.9,884.4,1,1097.8,1,883,0.8,1017.5,0.8,886.75,0.8,1109.875,0.8,0.978,0.656,0.844,0.875,0.7,1,0.625,0.5,1,0.875,0.6,0.955,1,0.6,0.955
Emo_Nback_20160913,UTAH,87WRYF7F,3,1121.143,0.044,1381,0.025,1030,0.075, NaN,0,1125.667,0.075,838,0.025, NaN,0,639,0.05, NaN,0,1037,0.05,1234.4,0.062,1381,0.05,1225.5,0.1, NaN,0,1170,0.1,1142.333,0.075,1381,0.05,1048,0.1, NaN,0,1125.667,0.15, NaN,0,639,0.1, NaN,0,1037,0.1,1381,0.1,1457,0.1, NaN,0,1170,0.2,994,0.013, NaN,0,994,0.05, NaN,0, NaN,0, NaN,0, NaN,0, NaN,0, NaN,0, NaN,0,994,0.1, NaN,0, NaN,0,0,0.094,0.031,0,0.1,0,0,0.3,0,0,0,0,0.125,0.2,0
Emo_Nback_20160913,UTAH,A01DRNBZ,2,835.176,0.85,908.056,0.9,792.467,0.75,790.771,0.875,841.229,0.875,739.958,0.9,776.1,1,806.882,0.85,616.176,0.85,753.5,0.9,942.297,0.8,1073,0.8,773.615,0.65,955.667,0.9,934.118,0.85,801.113,0.887,930.667,0.9,758.267,0.75,710.789,0.95,802.526,0.95,723.9,1,846.667,0.9,657.1,1,700.3,1,1189.125,0.8,625.667,0.6,770.444,0.9,916.111,0.9,872.385,0.812,885.444,0.9,826.667,0.75,885.75,0.8,887.188,0.8,828.3,1,762.125,0.8,557.714,0.7,820,0.8,956.875,0.8,900.429,0.7,1140.889,0.9,954.375,0.8,0.87,0.875,0.75,0.75,0.9,0.955,0.625,0.7,0.818,0.75,0.9,0.909,0.875,0.9,0.864
Emo_Nback_20160913,UTAH,AGP8V8LW,4,926.336,0.912,951.711,0.95,917.676,0.925,794.714,0.875,1036.417,0.9,888.154,0.975,952.1,1,833.421,0.95,774.526,0.95,984.15,1,970.132,0.85,951.278,0.9,1006.611,0.9,818.688,0.8,1101.75,0.8,961.757,0.925,977.333,0.9,979.25,1,795.105,0.95,1110.941,0.85,988.8,1,821.9,1,751.4,1,993.8,1,963,0.8,1136.6,1,843.667,0.9,1278.286,0.7,889.931,0.9,928.65,1,845.235,0.85,794.25,0.8,969.737,0.95,915.4,1,846.222,0.9,800.222,0.9,974.5,1,941.9,1,844.125,0.8,786.571,0.7,964.444,0.9,0.978,0.969,0.906,1,0.8,1,0.875,0.8,1,0.875,0.6,1,0.875,0.9,0.909
Emo_Nback_20160913,UTAH,AYYK15X7,2,1177.495,0.694,1129.483,0.725,1167.621,0.725,1073.04,0.625,1330.714,0.7,950.333,0.6,937.538,0.65,955.083,0.6,795.455,0.55,1101.417,0.6,1350.571,0.787,1285.438,0.8,1317.647,0.85,1291.143,0.7,1502.688,0.8,1227.583,0.6,1200.917,0.6,1355.25,0.6,1084.9,0.5,1242.929,0.7,1203.167,0.6,1092.5,0.4,858.2,0.5,1019.571,0.7,1198.667,0.6,1486.625,0.8,1311.6,0.5,1466.286,0.7,1139.333,0.787,1079.059,0.85,1035.176,0.85,1065.133,0.75,1418.5,0.7,709.857,0.7,886.375,0.8,743.167,0.6,1216,0.5,1337.5,1,1167.444,0.9,1279.778,0.9,1531,0.9,0.761,0.5,0.531,0.75,0.7,0.727,0.5,0.6,0.864,0.25,0.6,0.773,0.625,0.5,0.818
Emo_Nback_20160913,UTAH,B3CU3GHK,4,959.81,0.756,910.029,0.85,908.581,0.775,966.233,0.75,1078.577,0.65,870.594,0.8,842,0.95,800,0.8,723.538,0.65,1094.625,0.8,1059.982,0.713,996.2,0.75,1024.4,0.75,1151.824,0.85,1052.9,0.5,986.158,0.713,996.375,0.8,891,0.8,928.733,0.75,1208.2,0.5,957.1,1,718.222,0.9,592,0.6,1205.625,0.8,1061.833,0.6,1113.143,0.7,1153.222,0.9,1218.5,0.2,936.344,0.8,833.278,0.9,927.333,0.75,1003.733,0.75,997.562,0.8,714.111,0.9,905.143,0.7,836.286,0.7,983.625,0.8,952.444,0.9,946.75,0.8,1150.25,0.8,1011.5,0.8,0.783,0.875,0.531,0.625,0.9,0.909,0.625,0.9,0.773,0.5,0.8,0.818,0.375,0.7,0.727
Emo_Nback_20160913,UTAH,C9DWTY95,2,1267.6,0.781,1329.303,0.825,1359.226,0.775,1174,0.825,1203.75,0.7,1236.132,0.85,1229.824,0.85,1350.235,0.85,1127.9,1,1259.857,0.7,1305.14,0.713,1435,0.8,1370.143,0.7,1244.923,0.65,1147.643,0.7,1299.871,0.775,1368.588,0.85,1478.067,0.75,1085.267,0.75,1258.4,0.75,1269.2,1,1351.75,0.8,1015.3,1,1391.25,0.8,1510.571,0.7,1622.429,0.7,1225.2,0.5,1106.571,0.7,1235.841,0.787,1287.562,0.8,1247.812,0.8,1247.944,0.9,1140.692,0.65,1173.571,0.7,1348.889,0.9,1240.5,1,1084.667,0.6,1376.222,0.9,1117.857,0.7,1257.25,0.8,1188.714,0.7,0.826,0.781,0.594,0.625,0.8,0.909,0.625,0.8,0.818,0.875,0.8,0.818,0.25,0.6,0.909
Emo_Nback_20160913,UTAH,CHUKUNFD,2,897.596,0.944,848.6,1,911.432,0.925,866.703,0.925,967.622,0.925,787.544,0.988,781.7,1,809.526,0.95,684.25,1,875.8,1,1018.347,0.9,915.5,1,1019,0.9,1081.353,0.85,1075.647,0.85,948.243,0.925,944.4,1,1002.316,0.95,896.706,0.85,944.111,0.9,920.6,1,858.3,1,722,1,937.8,1,968.2,1,1162.333,0.9,1146.286,0.7,952,0.8,848.922,0.963,752.8,1,815.5,0.9,841.2,1,989.895,0.95,642.8,1,755.333,0.9,646.5,1,813.8,1,862.8,1,875.667,0.9,1035.9,1,1185.556,0.9,0.957,0.906,0.938,1,1,1,0.875,0.9,0.955,0.875,0.8,1,1,0.9,0.909
Emo_Nback_20160913,UTAH,CM7KCH5J,2,957.707,0.919,941.543,0.875,974.605,0.95,848.684,0.95,1070.667,0.9,848.867,0.938,867.579,0.95,868,1,722.25,1,961,0.8,1071.083,0.9,1029.375,0.8,1093.056,0.9,989.167,0.9,1158.4,1,1016.329,0.912,983.789,0.95,1125.944,0.9,938.444,0.9,1018.944,0.9,884.333,0.9,1025.5,1,820.3,1,930.125,0.8,1073.3,1,1251.5,0.8,1086.125,0.8,1090,1,899.878,0.925,891.375,0.8,838.4,1,767.9,1,1122.389,0.9,852.5,1,710.5,1,624.2,1,991.875,0.8,956.167,0.6,966.3,1,911.6,1,1226.8,1,0.935,0.969,0.844,0.75,1,0.864,0.875,0.9,1,1,0.9,0.955,0.75,0.9,0.955
Emo_Nback_20160830,UTAH,D5FWJDCY,4,963,0.825,943.056,0.9,907.034,0.725,998.171,0.875,997.688,0.8,911.891,0.8,893.778,0.9,947.4,0.75,856.222,0.9,973.077,0.65,1011.103,0.85,992.333,0.9,863.786,0.7,1148.471,0.85,1014.526,0.95,970.391,0.8,1008.941,0.85,867.714,0.7,1000.625,0.8,987.941,0.85,1082.5,0.8,920.75,0.8,954,0.8,912.714,0.7,943.556,0.9,797,0.6,1047.25,0.8,1040.6,1,956.044,0.85,884.105,0.95,943.733,0.75,996.105,0.95,1008.733,0.75,742.8,1,977.857,0.7,778,1,1043.5,0.6,1041.111,0.9,913.875,0.8,1238.444,0.9,985.556,0.9,0.913,0.75,0.844,1,0.9,0.864,0.5,0.6,0.864,1,0.7,0.909,0.875,0.5,0.909
Emo_Nback_20160913,UTAH,F7UTX830,1,914.243,0.875,983.278,0.9,814.667,0.9,999.235,0.85,861.588,0.85,806.971,0.875,801.222,0.9,754.556,0.9,890.875,0.8,790.556,0.9,1021.514,0.875,1165.333,0.9,874.778,0.9,1095.556,0.9,941.5,0.8,914.243,0.875,983.278,0.9,814.667,0.9,999.235,0.85,861.588,0.85,801.222,0.9,754.556,0.9,890.875,0.8,790.556,0.9,1165.333,0.9,874.778,0.9,1095.556,0.9,941.5,0.8, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN,0.957,0.875,0.688,1,0.6,1,0.75,0.8,1,0.75,0.8,0.909,0.25,1,1
Emo_Nback_20160913,UTAH,FLP37NUM,2,1013.782,0.688,996.379,0.725,932.333,0.75,988.069,0.725,1181.682,0.55,1024.431,0.725,957.867,0.75,939.562,0.8,1040.867,0.75,1200.25,0.6,1001.904,0.65,1037.643,0.7,924.071,0.7,931.5,0.7,1159.4,0.5,1044.964,0.7,901.538,0.65,951.875,0.8,1053.462,0.65,1276.643,0.7,906.143,0.7,1075.625,0.8,1085.5,0.6,1352.167,0.6,896.167,0.6,828.125,0.8,1026,0.7,1220,0.8,981.444,0.675,1073.438,0.8,910,0.7,934.938,0.8,1015.5,0.4,1003.125,0.8,803.5,0.8,1011.111,0.9,1048.333,0.6,1143.75,0.8,1052,0.6,837,0.7,917,0.2,0.804,0.688,0.562,0.5,0.6,0.864,0.5,0.7,0.864,0.75,0.5,0.818,0.5,0.3,0.682
Emo_Nback_20160913,UTAH,FWMHMK0A,4,1128.421,0.669,1193.727,0.55,1199.5,0.65,1064.057,0.875,1085.417,0.6,1112.673,0.613,1336.625,0.4,1048.923,0.65,1075.059,0.85,1083.273,0.55,1141.724,0.725,1112.071,0.7,1350.077,0.65,1053.667,0.9,1087.231,0.65,1207.14,0.625,1272.9,0.5,1337.3,0.5,1127.562,0.8,1158.143,0.7,1499,0.2,1137.6,0.5,1150.75,0.8,1028,0.7,1216.375,0.8,1537,0.5,1104.375,0.8,1288.286,0.7,1059.368,0.713,1127.75,0.6,1113.375,0.8,1010.579,0.95,983.6,0.5,1282.5,0.6,993.5,0.8,1007.778,0.9,1180,0.4,973,0.6,1233.25,0.8,1013.1,1,852.667,0.6,0.913,0.625,0.312,0.25,0.4,0.727,0.125,0.7,0.818,0.5,0.9,1,0.375,0.6,0.682
Emo_Nback_20160913,UTAH,GD45AN4V,3,1153.109,0.631,1237.63,0.675,1054.696,0.575,1154.667,0.675,1150.583,0.6,1180.404,0.588,1273.929,0.7,951.5,0.5,1228.385,0.65,1216,0.5,1129.352,0.675,1198.538,0.65,1134.077,0.65,1086.214,0.7,1103.857,0.7,1212.623,0.662,1286.286,0.7,1273.154,0.65,1098.923,0.65,1186.462,0.65,1479.25,0.8,1215,0.4,1150.667,0.6,1089.833,0.6,1029,0.6,1299,0.9,1054.571,0.7,1269.286,0.7,1087.396,0.6,1185.231,0.65,770.7,0.5,1206.429,0.7,1108.182,0.55,1000.167,0.6,775.833,0.6,1295,0.7,1405.25,0.4,1343.857,0.7,763,0.4,1117.857,0.7,938.429,0.7,0.761,0.594,0.375,0.375,0.6,0.818,0.375,0.5,0.682,0.375,0.5,0.864,0.375,0.4,0.773
